0,5.397251e+07,0.0,1.423795e+07,0.017602,2.723187e+08,0.608233,3.038506e+07,0.017171,7.985519e+08,0.833016,253800000.0,0.0
1,5.397251e+07,0.0,1.142466e+09,0.851500,0.000000e+00,0.000000,1.006678e+08,0.031941,0.000000e+00,0.000000,253800000.0,0.0
2,5.397251e+07,0.0,1.719061e+07,0.018064,2.109051e+09,3.754242,0.000000e+00,0.000000,0.000000e+00,0.000000,253800000.0,0.0
3,5.397251e+07,0.0,6.325552e+07,0.077708,6.873365e+08,1.539197,0.000000e+00,0.000000,0.000000e+00,0.000000,253800000.0,0.0
4,5.397251e+07,0.0,1.469972e+08,0.166252,0.000000e+00,0.000000,0.000000e+00,0.000000,0.000000e+00,0.000000,253800000.0,0.0
5,5.397251e+07,0.0,4.086421e+08,0.314906,2.556275e+09,3.647903,0.000000e+00,0.000000,0.000000e+00,0.000000,253800000.0,0.0
6,5.397251e+07,0.0,9.197495e+08,0.774369,0.000000e+00,0.000000,0.000000e+00,0.000000,0.000000e+00,0.000000,253800000.0,0.0
7,5.397251e+07,0.0,3.914345e+07,0.030812,1.937458e+08,0.281233,5.656573e+06,0.002426,3.474452e+08,0.251360,253800000.0,0.0
8,5.397251e+07,0.0,2.846216e+07,0.031268,1.984427e+09,3.734489,0.000000e+00,0.000000,0.000000e+00,0.000000,253800000.0,0.0
9,5.397251e+07,0.0,2.035034e+07,0.018112,9.838035e+07,0.161121,1.161365e+08,0.048043,0.000000e+00,0.000000,253800000.0,0.0
10,5.397251e+07,0.0,1.721976e+08,0.166548,0.000000e+00,0.000000,6.808017e+07,0.032078,0.000000e+00,0.000000,253800000.0,0.0
11,5.397251e+07,0.0,7.720715e+07,0.077438,4.742379e+08,0.880977,1.389072e+07,0.006758,0.000000e+00,0.000000,253800000.0,0.0
12,5.397251e+07,0.0,1.022495e+09,0.902173,0.000000e+00,0.000000,0.000000e+00,0.000000,0.000000e+00,0.000000,253800000.0,0.0
13,5.397251e+07,0.0,1.591885e+08,0.164709,0.000000e+00,0.000000,6.771466e+07,0.033740,0.000000e+00,0.000000,253800000.0,0.0
14,5.397251e+07,0.0,7.387661e+08,0.525680,0.000000e+00,0.000000,1.226622e+08,0.040883,0.000000e+00,0.000000,253800000.0,0.0
15,5.397251e+07,0.0,3.021098e+07,0.031396,8.308291e+07,0.160643,1.496991e+08,0.068838,1.823889e+07,0.017141,253800000.0,0.0
16,5.397251e+07,0.0,1.810753e+07,0.018099,3.453778e+08,0.619891,0.000000e+00,0.000000,1.191788e+09,1.020845,253800000.0,0.0
17,5.397251e+07,0.0,3.254917e+07,0.030586,8.950646e+07,0.156742,7.327481e+06,0.003716,5.537744e+08,0.475246,253800000.0,0.0
18,5.397251e+07,0.0,3.611401e+08,0.266314,0.000000e+00,0.000000,0.000000e+00,0.000000,0.000000e+00,0.000000,253800000.0,0.0
19,5.397251e+07,0.0,2.737943e+08,0.235274,0.000000e+00,0.000000,1.192397e+08,0.048220,0.000000e+00,0.000000,253800000.0,0.0
20,5.397251e+07,0.0,5.682220e+08,0.639997,0.000000e+00,0.000000,0.000000e+00,0.000000,0.000000e+00,0.000000,253800000.0,0.0
21,5.397251e+07,0.0,1.216687e+09,0.914826,1.865531e+06,0.002943,0.000000e+00,0.000000,2.647929e+08,0.204696,253800000.0,0.0
22,5.397251e+07,0.0,1.502072e+08,0.165403,1.870576e+09,3.719635,0.000000e+00,0.000000,0.000000e+00,0.000000,253800000.0,0.0
