,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model,A1_Expected_Annual_Damage,A1_Dike_Investment_Costs,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Dike_Investment_Costs,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Dike_Investment_Costs,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Dike_Investment_Costs,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Dike_Investment_Costs,A5_Expected_Number_of_Deaths,RfR Total Costs,Total_Expected_Annual_Damage,Total_Dike_Investment_Costs,Total_Expected_Number_of_Deaths
221,20,40.11802656822404,10.0,0.3792034813994752,217.65236242538657,1.5,0.1799966363008132,42.50452897523629,1.0,0.0214079946707365,270.0462925986624,10.0,0.12746262055907,64.7438259425031,1.0,0.7532640577375348,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,Policy 1,dikesnet,1077254816.0817273,0,0.9374223711767646,208169707.42509705,0,0.2403042735229665,1416956136.5291169,0,3.057406929307063,1294780.661894102,0,0.0006811833747504,0.0,0,0.0,0.0,2703675440.6978354,0,4.235814757381545
168,52,119.5410749024702,1.0,0.4009495816117902,276.6272017063633,1.0,0.7160660699846177,71.1032715550785,1.0,0.0200071053232925,43.77505869152691,10.0,0.6666018666053118,252.8727203980306,1.0,0.026113522536916,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,Policy 1,dikesnet,904178468.1798652,0,0.682034133580641,0.0,0,0.0,1643808114.014954,0,3.0627279034820374,0.0,0,0.0,150261420.81894165,0,0.1390807065214829,0.0,2698248003.013761,0,3.883842743584162
594,7,203.0775740327203,1.5,0.2279048052673656,78.23592537203325,1.5,0.5577048257097251,254.6968329517959,1.0,0.4004420737308997,344.76244695408974,10.0,0.411973823721901,152.16092249622358,1.0,0.1596894635141654,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,Policy 1,dikesnet,2681947197.0873785,0,1.743958804019658,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12015544.186728448,0,0.0104240945670495,0.0,2693962741.274107,0,1.7543828985867076
91,127,329.94720444028763,1.0,0.1442671180683344,284.98848454615546,1.5,0.1425728261580223,280.7643850012787,1.0,0.1329909293757321,323.5511752799205,1.0,0.0634437728442922,81.65290155499113,1.0,0.9320666782010234,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,Policy 1,dikesnet,2662490165.937643,0,1.7281169437375623,0.0,0,0.0,14102991.253204407,0,0.0223043887244933,0.0,0,0.0,0.0,0,0.0,0.0,2676593157.1908474,0,1.7504213324620557
366,132,206.0962792450306,1.0,0.2143248255879196,91.04109634679772,1.5,0.7764472007438713,252.504913671891,1.0,0.3099773878328699,158.18323353121113,1.0,0.6572201008249532,302.32206563231466,1.0,0.6406145456763214,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,Policy 1,dikesnet,2655926595.4989896,0,1.7227735700202027,0.0,0,0.0,16106342.800052669,0,0.0273369652247254,0.0,0,0.0,0.0,0,0.0,0.0,2672032938.299042,0,1.7501105352449282
218,32,192.03678885857943,1.0,0.0540926919268492,151.14122307420217,1.5,0.1044841918128593,222.4510758516807,1.5,0.5074473773876027,337.8098156682422,10.0,0.7080404310122704,84.90033748998667,10.0,0.773923537689486,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,Policy 1,dikesnet,2604579368.2034583,0,1.724861696502677,66336506.8348282,0,0.0567740273407324,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2670915875.0382867,0,1.7816357238434095
297,66,245.7135893795042,1.0,0.3687696050071212,138.3414695444541,10.0,0.4533333635572587,344.74990598339434,10.0,0.0780037065309745,90.94535967265924,10.0,0.8387424314585435,341.3765876590272,1.0,0.4085460774934669,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,Policy 1,dikesnet,1144100074.5226145,0,0.9072533824146444,5321809.553680792,0,0.005813654931125,1519882097.9523468,0,2.980785108852295,0.0,0,0.0,0.0,0,0.0,0.0,2669303982.028642,0,3.8938521461980646
392,11,332.087916309259,10.0,0.2539215444290358,188.4264234924089,10.0,0.5849941060564913,166.8926294743618,1.5,0.3338041812870875,221.25448544843397,10.0,0.305853560402075,198.5921664646065,1.5,0.0154266137347233,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392,Policy 1,dikesnet,2654865075.9991693,0,1.7219094317735788,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,14141050.530339938,0,0.010830183698576,0.0,2669006126.529509,0,1.7327396154721548
810,102,282.6441250207511,1.5,0.2840406376475515,264.6798510147209,1.0,0.1472068470692563,316.4514797566529,1.0,0.4804201176647181,274.12048554685987,10.0,0.3391149110956507,209.6920731137212,1.5,0.2386620222718447,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,Policy 1,dikesnet,2641043916.354538,0,1.7106594402225443,26853013.747512363,0,0.0225508726951007,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2667896930.1020503,0,1.733210312917645
924,21,268.2249358553753,10.0,0.239962405318051,250.0880577771415,1.5,0.0450709952974794,128.28681298731294,1.0,0.5737014355008117,58.22842917038025,10.0,0.8572297587709605,42.70068025229831,10.0,0.0349954696935025,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924,Policy 1,dikesnet,2308644266.843788,0,1.6986599465125027,357732743.8512989,0,0.3200867055127301,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2666377010.695087,0,2.018746652025233
879,86,133.22254768182955,1.5,0.0444248053610649,221.837473604358,1.0,0.3893818815071558,191.03094637294163,10.0,0.4274519508107676,122.69151507185497,1.0,0.2168359488727538,131.87070234431562,10.0,0.7580790982361741,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879,Policy 1,dikesnet,2606572974.166011,0,1.7265182713445686,8547688.910976833,0,0.0078582273586906,37297713.95133597,0,0.0658853904124073,13775633.371365476,0,0.0062116052187249,0.0,0,0.0,0.0,2666194010.399689,0,1.806473494334392
348,73,204.14013773985775,1.0,0.0276707029649322,144.59479718942458,1.5,0.5390376836493589,130.2100537279301,10.0,0.5982846048781463,210.69369625910957,1.5,0.1789626059965607,152.69375927067068,1.0,0.7092244767109349,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,Policy 1,dikesnet,2661123659.187888,0,1.727004407708597,0.0,0,0.0,0.0,0,0.0,3683628.054897021,0,0.0015862798584346,0.0,0,0.0,0.0,2664807287.2427845,0,1.7285906875670318
237,78,238.4699580141716,10.0,0.3277614663681186,115.46086746314764,10.0,0.6866491589358878,252.79669036156133,1.0,0.3056128030902052,346.85683648221067,10.0,0.5203204060625678,169.67041121738757,10.0,0.5193359306708769,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,Policy 1,dikesnet,2662008683.2322936,0,1.7277249465102376,0.0,0,0.0,1022482.5605448688,0,0.0017151237420403,0.0,0,0.0,0.0,0,0.0,0.0,2663031165.7928386,0,1.729440070252278
396,44,128.32499788519112,1.5,0.3435533864440306,110.83902100784402,1.5,0.8472669401761889,239.5048016308264,1.5,0.3173518644478391,281.8111057996707,1.5,0.5349385570549627,65.63165109213874,1.5,0.1600354667375071,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,Policy 1,dikesnet,2490248113.4795256,0,1.4754320084985084,0.0,0,0.0,139337311.99001175,0,0.2169158399327077,0.0,0,0.0,28571786.045003805,0,0.022385159928524,0.0,2658157211.514541,0,1.7147330083597403
137,27,227.07340603300577,1.5,0.2166468684022202,302.6486745843459,1.0,0.1996700565236772,95.89500992317366,1.0,0.245144013948047,223.27802602296177,1.5,0.5893054669236077,119.75427506970378,10.0,0.0076682721192676,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,Policy 1,dikesnet,2506044103.777214,0,1.751784822422798,7219910.782330377,0,0.0066502144723686,46999119.20491366,0,0.0840968378648669,0.0,0,0.0,91512431.51419112,0,0.0783766232794256,0.0,2651775565.2786493,0,1.9209084980394595
569,38,267.5012911592603,1.0,0.1319884854228522,99.44278792004232,1.0,0.4612317464204989,66.68791138288816,10.0,0.619664056586194,253.47688911209988,10.0,0.0779171600647472,100.49889451015942,10.0,0.4506037863713203,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,Policy 1,dikesnet,2628520469.4604783,0,1.7004693152656325,0.0,0,0.0,0.0,0,0.0,2303211.4481028584,0,0.0008514654186206,0.0,0,0.0,0.0,2630823680.9085813,0,1.701320780684253
852,71,289.58490454794594,1.0,0.3552410078203248,305.3798367868079,1.0,0.5695142885306912,154.3898408473069,1.0,0.6404914449470352,267.70660393776365,1.0,0.2266898435772851,91.16935962731412,1.5,0.3477860286653687,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852,Policy 1,dikesnet,2620408959.341505,0,1.4896849030563954,0.0,0,0.0,0.0,0,0.0,9634926.194902472,0,0.0036975400581079,0.0,0,0.0,0.0,2630043885.5364075,0,1.4933824431145033
872,52,287.75372863336537,1.0,0.1488570569461805,120.45840804804035,1.0,0.7776476920422186,242.9624820555375,10.0,0.0550004171964543,253.883035938735,10.0,0.7697736979909139,294.56931096612993,10.0,0.2344285594415579,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,Policy 1,dikesnet,2440896047.302486,0,1.6948286332423792,0.0,0,0.0,186974464.7620917,0,0.3184278493458941,0.0,0,0.0,0.0,0,0.0,0.0,2627870512.0645776,0,2.013256482588273
867,0,130.31940466901068,10.0,0.3410558951007599,67.66992356701786,1.0,0.7915733821290765,278.9269328277668,1.5,0.3655067713450116,68.30030222688495,1.0,0.9989714803856306,192.74972960724853,1.5,0.7133655627625944,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867,Policy 1,dikesnet,2536015674.580223,0,1.4809259791204614,0.0,0,0.0,85927651.05301255,0,0.132400586766438,0.0,0,0.0,0.0,0,0.0,0.0,2621943325.6332355,0,1.6133265658868994
177,13,274.243743068854,1.5,0.2355750755946231,273.549914579296,10.0,0.3109302612581491,323.55239742067204,1.5,0.2953047834571473,317.42051767896487,1.5,0.2542875686938165,118.2699479576116,1.0,0.4292462528078923,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,Policy 1,dikesnet,2619920479.883106,0,1.693471980080181,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2619920479.883106,0,1.693471980080181
851,116,317.4184162273055,1.5,0.1717249095609865,91.581169303736,10.0,0.4640299999089757,65.76242496299827,1.5,0.4380040559736681,218.45037867680836,1.0,0.9043567462946492,300.5396005711892,1.5,0.1297668536368828,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1851,Policy 1,dikesnet,2611132046.2012167,0,1.6863216182480043,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2611132046.2012167,0,1.6863216182480043
658,83,113.17870470630233,10.0,0.2368482407006403,225.07465685363832,1.5,0.3522873700705853,188.1416033211344,1.0,0.4027075499567542,38.77569652286096,1.5,0.3068332159458339,79.66807593143271,10.0,0.8814110956812157,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658,Policy 1,dikesnet,2491241253.438131,0,1.73883939149946,26244160.76315601,0,0.0253496069422084,71947415.34228015,0,0.133359325402868,12007846.004120486,0,0.0057712269496755,0.0,0,0.0,0.0,2601440675.547687,0,1.903319550794212
966,21,259.17558108774574,1.0,0.228954915936752,204.6007987550708,1.0,0.9407748079465172,36.326800833627786,1.0,0.3823129701737557,200.52056561478344,1.5,0.5425531480728191,310.6163266896193,1.5,0.8195854816193441,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,Policy 1,dikesnet,2573037262.955575,0,1.6986599465125027,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2573037262.955575,0,1.6986599465125027
897,122,280.7228745781858,1.5,0.1688417194965541,243.93289935204007,10.0,0.8936967292503879,202.0929679409856,1.0,0.602723906107739,199.84342187431227,1.5,0.6058142156777155,332.5252967640679,1.5,0.5721451712115388,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1897,Policy 1,dikesnet,2568228474.125793,0,1.6946662503289334,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2568228474.125793,0,1.6946662503289334
763,127,181.1049554899132,1.5,0.3488986270788328,318.36688410395607,10.0,0.2391164796530508,300.52818983331696,10.0,0.3784731859600515,197.30787166940232,1.5,0.5076066273194939,60.973577716019136,10.0,0.770774327775237,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763,Policy 1,dikesnet,2539516513.7292542,0,1.4834786970535605,20486131.03995236,0,0.0159983682265785,1183483.847270414,0,0.0018068074815891,0.0,0,0.0,0.0,0,0.0,0.0,2561186128.616477,0,1.501283872761728
627,15,286.9557414328231,10.0,0.3782961095689141,80.42081598785562,1.0,0.4440789728540532,221.76052314142737,1.5,0.1001678899397861,84.47560047671425,1.0,0.1655851647185273,336.40769904811174,10.0,0.2425833314148475,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627,Policy 1,dikesnet,1103260218.9072554,0,0.934614422169113,0.0,0,0.0,1444504400.9386826,0,3.024671495725878,0.0,0,0.0,0.0,0,0.0,0.0,2547764619.8459377,0,3.959285917894991
326,105,321.2578949408222,1.5,0.08431805816897,45.28159940984349,1.0,0.0749831850046351,290.57498790552097,1.5,0.2059123741360058,196.56818660393984,10.0,0.2478073595011352,90.86398234153076,1.5,0.1829978261862015,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326,Policy 1,dikesnet,2539925196.9622865,0,1.7418192956988794,1665309.363857686,0,0.0013806577882875,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2541590506.326144,0,1.743199953487167
19,10,103.3149298098638,10.0,0.187566704492048,196.8365983748652,1.0,0.5961188432436392,143.55796324895215,1.0,0.5357545111599049,342.1897845118768,1.5,0.1048278251297418,158.13983227637289,1.5,0.495649417176685,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,Policy 1,dikesnet,2467317306.8377137,0,1.7179205864243905,539124.0458852327,0,0.0005325387923322,15987943.445555069,0,0.0301184878552674,39781836.47652155,0,0.0181077083317709,0.0,0,0.0,0.0,2523626210.8056755,0,1.766679321403761
982,109,63.32613651163625,10.0,0.4071403309441578,260.9375759594081,10.0,0.5247039941924598,97.9056967297783,10.0,0.0265535703488731,135.44581632326728,1.0,0.3960662095336153,111.02326821667828,1.5,0.8466331000181972,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,Policy 1,dikesnet,808341146.9412487,0,0.6019655738019547,18283443.430692047,0,0.018830799720371,1692959785.0919964,0,3.1121391440830504,0.0,0,0.0,0.0,0,0.0,0.0,2519584375.4639373,0,3.732935517605376
559,124,293.3199473525008,1.0,0.0263474687314935,199.80588215702755,1.0,0.417363567714665,105.77478344934345,1.5,0.3188683653427745,80.91803696395385,10.0,0.6614010335723617,323.97832178314553,1.5,0.3754568047425716,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,Policy 1,dikesnet,2512110059.838079,0,1.71793123131748,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2512110059.838079,0,1.71793123131748
368,1,113.41859730734392,1.0,0.1477895394378052,348.6630123050557,1.0,0.3744214766824183,132.49383041788477,1.0,0.5790718947431841,219.61858849948987,1.0,0.0252283193225604,104.16692301119338,1.0,0.4776536173186413,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,Policy 1,dikesnet,2439720725.715341,0,1.6938015591443705,18229395.533858053,0,0.0175748879465509,0.0,0,0.0,49051140.327932864,0,0.0194803717125479,0.0,0,0.0,0.0,2507001261.577132,0,1.7308568188034694
483,87,178.87918355180278,10.0,0.2921788763200634,44.98322866943323,10.0,0.3769184038262934,152.619928959765,10.0,0.4482644945415676,259.05238723373,1.5,0.4187673752374024,97.21318668266646,1.0,0.8365481270332384,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483,Policy 1,dikesnet,2493373836.356318,0,1.7407042956028076,0.0,0,0.0,0.0,0,0.0,1885584.990578502,0,0.0009128071143472,0.0,0,0.0,0.0,2495259421.3468966,0,1.7416171027171548
150,54,75.80498849292758,10.0,0.2501485852632663,194.37692210648183,1.0,0.5369807321167053,321.7768179665692,1.0,0.4233839088280879,233.68864892040264,1.0,0.1747358619810264,181.7541573866824,10.0,0.3818282656589581,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,Policy 1,dikesnet,2362683058.697798,0,1.6993651040731428,8055927.075793444,0,0.0082881631233201,90018241.79536726,0,0.1741058998159805,34302668.6273646,0,0.0167281455114607,0.0,0,0.0,0.0,2495059896.196323,0,1.898487312523904
271,86,173.23675536520008,1.0,0.3037306670870595,303.4281112874503,10.0,0.8253688480607264,57.58878036436932,1.5,0.4541723617808591,170.08594218472578,1.5,0.4839701144034832,256.0442635758403,10.0,0.9217771570006136,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,Policy 1,dikesnet,2477150838.2977223,0,1.7265182713445686,0.0,0,0.0,15783210.178394902,0,0.0294611692875238,0.0,0,0.0,0.0,0,0.0,0.0,2492934048.476117,0,1.7559794406320923
991,38,333.56058789963305,1.5,0.0172732768497012,247.29613416122743,10.0,0.4486143106201963,108.06632593755567,1.0,0.4194860167893166,146.59901084516343,1.5,0.1611136588485841,73.32556697413213,10.0,0.8690468738689971,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,Policy 1,dikesnet,2491768788.9548903,0,1.7004693152656325,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2491768788.9548903,0,1.7004693152656325
482,109,334.8917738623231,1.5,0.3628371835151715,339.82585475338294,1.5,0.7745121515885366,44.9965397934989,1.5,0.1639695346704505,199.9249554808009,10.0,0.7417796922370645,188.78618959728357,10.0,0.0878867672762301,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,Policy 1,dikesnet,1260597461.8523557,0,1.1623240696929522,0.0,0,0.0,1206758572.2857857,0,2.754461882354545,0.0,0,0.0,23516890.661393546,0,0.0280363474105325,0.0,2490872924.799535,0,3.94482229945803
963,114,252.92425447664715,1.5,0.0612482017356576,41.15497567053558,1.5,0.2037611166650023,256.55051600931034,1.0,0.6242058466576759,316.1923062012557,1.5,0.8377806357586324,187.47366284820885,10.0,0.256102430450372,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,Policy 1,dikesnet,2481120897.770821,0,1.729989771608448,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2481120897.770821,0,1.729989771608448
112,109,155.67485246857163,1.0,0.2802298452654267,97.11361305666712,1.5,0.1259166486930354,236.5644103100628,1.5,0.6252148551745504,289.64339665671355,1.5,0.8048358243340963,295.54891903325114,1.0,0.5650996702602824,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,Policy 1,dikesnet,2337452467.686451,0,1.7170382588100628,132648421.35859112,0,0.1285183710450849,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2470100889.045042,0,1.845556629855148
821,94,217.8892918106925,10.0,0.0632590464497423,165.42955376084402,1.0,0.4201345576566956,277.94159380556874,1.5,0.1259320913365532,287.9822755626652,1.5,0.7297046989950846,54.92540723842562,10.0,0.2294349572839923,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,Policy 1,dikesnet,2285267199.396837,0,1.6770316018938056,0.0,0,0.0,179941415.4594745,0,0.3281858376749991,0.0,0,0.0,0.0,0,0.0,0.0,2465208614.856312,0,2.005217439568805
474,1,61.94099965241773,1.0,0.2292866222158838,181.66135766348583,1.5,0.8831163096529072,229.86966923619545,10.0,0.41125078091994,150.73167694120662,1.5,0.1339372307636973,348.7375107135689,1.5,0.417889568212098,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,Policy 1,dikesnet,2303395394.86953,0,1.6938015591443705,0.0,0,0.0,114919404.4403212,0,0.2277792182392948,42994235.21512963,0,0.0213632211351663,0.0,0,0.0,0.0,2461309034.524981,0,1.942943998518832
593,75,121.48670430697214,1.0,0.2771102018962001,77.75795281598822,1.0,0.5688611920221578,256.9993634389999,1.5,0.2231042034073027,86.04616591522671,1.5,0.3178508734911175,62.45809474785224,1.0,0.3459531563568229,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593,Policy 1,dikesnet,2165699918.3218184,0,1.6837821929394765,0.0,0,0.0,284913832.7409379,0,0.5772237087184958,0.0,0,0.0,0.0,0,0.0,0.0,2450613751.062756,0,2.261005901657972
866,30,179.37874473186125,1.5,0.0621718673878099,226.83759013584225,1.5,0.9379890307192298,107.70170498141046,1.0,0.308008072072293,298.7805154815724,1.0,0.464447308852734,233.7132530164676,1.0,0.6663578284359479,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,Policy 1,dikesnet,2403171745.660139,0,1.7360096338237485,0.0,0,0.0,47170283.2906113,0,0.0890512575875788,0.0,0,0.0,0.0,0,0.0,0.0,2450342028.9507504,0,1.825060891411327
514,43,174.26889177504532,1.0,0.2122235883847782,161.31394781502777,1.0,0.1121249132779713,318.2915780729979,10.0,0.4259317449132761,242.73171354592728,1.0,0.1215272068099004,217.63207434643564,1.0,0.9030158608142144,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514,Policy 1,dikesnet,2340984408.306173,0,1.7286024751647022,93231532.82607664,0,0.0895284884356296,0.0,0,0.0,1072593.421234047,0,0.0004863991258456,0.0,0,0.0,0.0,2435288534.5534835,0,1.8186173627261777
242,94,291.6383961637782,1.0,0.0242830510356211,281.3457597268856,1.0,0.8009326126586902,147.06020180719048,1.0,0.6436818898525005,203.1239637708092,10.0,0.4418374423038837,32.21314268889118,1.0,0.8976659325580666,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,Policy 1,dikesnet,2420519621.852297,0,1.6770316018938056,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2420519621.852297,0,1.6770316018938056
429,11,31.013393690624007,10.0,0.0388838162755594,179.81460222700977,1.5,0.186217902828237,239.24773602150967,1.5,0.4631973813389113,171.28954880411254,1.0,0.403905017476213,143.72641957266356,1.0,0.7970824357173218,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,Policy 1,dikesnet,2204610606.153839,0,1.7219094317735788,194951453.3529989,0,0.2080412567956698,17863082.74231708,0,0.0374093991763639,2083379.5021646095,0,0.0011261603742354,0.0,0,0.0,0.0,2419508521.75132,0,1.968486248119848
