,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model,A1_Expected_Annual_Damage,A1_Dike_Investment_Costs,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Dike_Investment_Costs,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Dike_Investment_Costs,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Dike_Investment_Costs,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Dike_Investment_Costs,A5_Expected_Number_of_Deaths,RfR Total Costs,Total_Expected_Annual_Damage,Total_Dike_Investment_Costs,Total_Expected_Number_of_Deaths
154,41,150.33173453587943,1.5,0.0520174429161037,244.9141516334635,10.0,0.7046784512549968,248.3346393651656,1.0,0.6695675051936683,333.3584597418042,1.0,0.4703396506187811,261.97584295323725,10.0,0.426859342940342,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,Policy 1,dikesnet,3027009819.727666,0,1.7047220722125005,0.0,0,0.0,0.0,0,0.0,155869.81734243798,0,6.144781486004982e-05,0.0,0,0.0,0.0,3027165689.545008,0,1.7047835200273604
477,15,111.4639984732892,1.5,0.0644060676924493,69.14070866239001,10.0,0.278350205196042,322.5447377243291,10.0,0.4604480989557354,132.05833493681175,1.5,0.5385215867016884,265.57025994682283,10.0,0.6098912643609259,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,Policy 1,dikesnet,2971725506.8618145,0,1.7253536294792635,44182526.78234377,0,0.0353239937420774,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3015908033.6441584,0,1.760677623221341
73,3,130.79627823346732,1.5,0.3192721917663501,175.6867927840388,1.0,0.4625159140428252,67.15608767077212,1.5,0.6794092528880405,137.779797737207,1.5,0.3442115844127971,249.08032641334955,1.0,0.5716856605887454,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,Policy 1,dikesnet,2992075224.8863106,0,1.7401786155790258,9787528.529163493,0,0.0079195546672441,0.0,0,0.0,10446008.236573951,0,0.0042142769316499,0.0,0,0.0,0.0,3012308761.652048,0,1.75231244717792
227,36,289.8971461793404,1.0,0.3540249830539809,111.77164564827729,1.0,0.1469501038009384,244.41976334720545,10.0,0.0154463903884787,304.7821204611103,1.0,0.6724071664874327,109.30860487269486,10.0,0.2093774565982871,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,Policy 1,dikesnet,1367527510.9364078,0,1.146713618809983,216250356.3801624,0,0.235843055338851,1414101853.6980324,0,2.9269769161631656,0.0,0,0.0,0.0,0,0.0,0.0,2997879721.0146027,0,4.309533590311999
290,27,77.5859073745757,1.0,0.2708438919178688,152.5265570420019,10.0,0.450256078845989,274.75017553823466,1.0,0.3072306700589248,189.56120331486105,10.0,0.9126457763490524,203.1999719580316,1.0,0.3373220749435045,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,Policy 1,dikesnet,2636975807.844885,0,1.751784822422798,40122599.56834554,0,0.0374139754096292,314370604.88710403,0,0.5499468478459559,0.0,0,0.0,0.0,0,0.0,0.0,2991469012.3003345,0,2.339145645678383
248,106,57.18479377823797,10.0,0.0569454803582541,293.0540938417002,1.0,0.4837964003301953,113.21324142737272,1.5,0.6344336179166146,285.2224534364591,1.5,0.8540175658952307,189.7439540426361,1.0,0.6184198950033215,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,Policy 1,dikesnet,2943829551.1380715,0,1.7379569895553677,45493028.92913197,0,0.0381129775890575,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2989322580.0672035,0,1.776069967144425
134,114,69.1769046459367,10.0,0.1644722338646282,54.08033371473584,10.0,0.5971264986690273,112.2166266965174,1.0,0.1651568620725838,209.29555708176903,1.0,0.8710167710234388,334.2946075130754,1.5,0.918647833931766,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,Policy 1,dikesnet,2212852674.5349917,0,1.729989771608448,7512273.714524394,0,0.0084519812905039,762694455.2120087,0,1.519511303428798,0.0,0,0.0,0.0,0,0.0,0.0,2983059403.461524,0,3.25795305632775
259,97,285.6299265478053,10.0,0.1110159513792836,267.3572628408898,1.0,0.5864526420266292,189.8243723394184,1.0,0.3531085877417352,251.33140953095972,10.0,0.0832147366324215,324.4970507437555,10.0,0.1339820764399606,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,Policy 1,dikesnet,2978246958.3703103,0,1.7301044490819295,0.0,0,0.0,0.0,0,0.0,294417.1574732554,0,9.554838336063604e-05,0.0,0,0.0,0.0,2978541375.5277834,0,1.7301999974652902
684,95,294.88696073878924,1.5,0.2175166382915181,87.25852392620297,10.0,0.087987933576714,134.2365936047851,1.0,0.4726806298171468,115.67386140041975,1.0,0.7371013489087268,99.24509511218449,1.5,0.9470784698454678,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,Policy 1,dikesnet,2940047119.603308,0,1.7022834446565511,17453155.223323632,0,0.0126677640710186,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2957500274.826632,0,1.7149512087275698
76,2,150.0417829044987,10.0,0.2449956055128893,76.76647064263025,1.0,0.2445102022018193,216.6129237244472,10.0,0.2266223469446605,249.78353058945544,1.0,0.1840107960475606,279.5022906507128,10.0,0.3505412072362881,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,Policy 1,dikesnet,2686415214.3153872,0,1.7475968972743583,38168047.34570251,0,0.03357260668735,222463705.97627527,0,0.3728096068627489,1541302.2560619991,0,0.0006573398628999,0.0,0,0.0,0.0,2948588269.8934274,0,2.1546364506873577
568,55,87.82784674490983,1.0,0.1880928599229543,30.60786522847658,10.0,0.3862027098907616,183.36423658272292,10.0,0.2924925140806605,139.94080093139894,1.0,0.2052732766695741,85.72013467478556,10.0,0.2193575610893945,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,Policy 1,dikesnet,2647924201.5997047,0,1.7162593310837202,40233872.83184391,0,0.0362965548703843,232124197.56403923,0,0.3970990037834865,19008018.102146342,0,0.0082252623510812,2442368.301238665,0,0.0021163823246273,0.0,2941732658.3989725,0,2.1599965344133
113,68,154.530899030159,10.0,0.0530306130643449,156.86962336518036,10.0,0.3663935177010955,194.7096023366397,1.5,0.3038846309535488,326.7207489469947,10.0,0.9360393611267488,284.5864336842505,1.0,0.6327146967736014,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,Policy 1,dikesnet,2818419282.521362,0,1.7486238291994445,9026642.009640882,0,0.0076980098295627,112769110.41036376,0,0.1832549264428183,0.0,0,0.0,0.0,0,0.0,0.0,2940215034.941366,0,1.9395767654718248
679,53,325.58137124798736,1.0,0.3187108230948846,215.62823376738964,10.0,0.6989463954986582,45.206224982432026,1.5,0.2744926769708945,235.3160159056177,1.5,0.1996723248723405,339.5390190572835,1.5,0.0734376615158572,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,Policy 1,dikesnet,2920727453.3476224,0,1.720869075877432,0.0,0,0.0,12652093.419506766,0,0.0190936833463863,0.0,0,0.0,0.0,0,0.0,0.0,2933379546.767129,0,1.7399627592238185
343,56,136.48851380081553,1.0,0.2977273838937775,191.0477510791691,10.0,0.6070678231302563,222.89633696409524,1.5,0.4876410805012183,319.96417832240434,1.0,0.3428948491940442,347.2805878233325,1.0,0.1490333687114028,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,Policy 1,dikesnet,2806002852.378078,0,1.738982689744558,0.0,0,0.0,17862108.59061148,0,0.0296753031342377,9731071.737716343,0,0.0041758344025632,94677237.9685641,0,0.0781066338328521,0.0,2928273270.6749697,0,1.850940461114211
738,43,203.94578132832896,10.0,0.0291973147487316,189.1927808726452,10.0,0.519481140095625,244.2550032048592,10.0,0.0477548495543176,66.40958366513105,1.5,0.972900026565822,166.6758117664785,1.0,0.6378503232647195,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738,Policy 1,dikesnet,2211437738.607709,0,1.7286024751647022,0.0,0,0.0,713000527.0115613,0,1.3687628605702395,0.0,0,0.0,0.0,0,0.0,0.0,2924438265.6192703,0,3.097365335734942
515,39,159.40091878954942,1.0,0.0767004944969045,250.60054925803027,10.0,0.4427562638636761,99.16433129496698,1.5,0.477146639685338,41.030223294541614,10.0,0.2020581000465766,60.28477686680317,10.0,0.3364941247884094,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,Policy 1,dikesnet,2913647071.608229,0,1.7156326466709957,0.0,0,0.0,0.0,0,0.0,9289426.711236198,0,0.0037276713183545,0.0,0,0.0,0.0,2922936498.319465,0,1.7193603179893502
346,100,279.9100115179888,1.5,0.0957236172112727,55.63848782233009,10.0,0.0904444564307275,330.6503590137139,1.0,0.3401987482678603,248.16003442415217,10.0,0.1580275080308004,139.9416112303408,1.5,0.0522809334837034,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,Policy 1,dikesnet,2906370796.080454,0,1.7102522523262147,7652546.757765768,0,0.0056662629556236,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2914023342.83822,0,1.7159185152818384
725,36,82.18875814754654,1.5,0.1187614235905617,163.36874213926984,1.5,0.3142308742799589,244.8550903290625,1.0,0.116499052496239,186.7501227358648,1.5,0.3980650621524836,67.39531075607631,1.5,0.8988099369900783,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,Policy 1,dikesnet,1995321244.2560143,0,1.6937985925316688,38741665.62814552,0,0.0457094599464785,876093822.3779906,0,1.870144231737572,0.0,0,0.0,0.0,0,0.0,0.0,2910156732.2621503,0,3.609652284215719
86,54,240.7246244583092,10.0,0.1982020906565238,91.24099018440585,1.5,0.3193183405874153,104.71759992651488,10.0,0.5665931506192609,303.36882612683,10.0,0.0115733369247544,122.28079647341973,1.5,0.8713818243758422,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,Policy 1,dikesnet,2891643549.6814938,0,1.6993651040731428,0.0,0,0.0,0.0,0,0.0,11812324.269188505,0,0.0033706371718003,0.0,0,0.0,0.0,2903455873.950682,0,1.702735741244943
335,27,240.232353471563,1.0,0.3589844271255137,96.04660593330615,1.5,0.0295585621693879,38.26720595839547,10.0,0.1549025265913632,155.6001882439938,10.0,0.4286601188272254,129.6404653905389,10.0,0.6553908399923583,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,Policy 1,dikesnet,2027118368.3209329,0,1.5037270478162417,769980352.5662135,0,0.717672620593269,101346797.60140732,0,0.1817837104046991,0.0,0,0.0,0.0,0,0.0,0.0,2898445518.488553,0,2.40318337881421
70,37,245.6055540331942,10.0,0.3835006867201116,38.62364414782556,10.0,0.4325407180015005,304.4351412564774,1.0,0.1622549316859567,295.392812259064,10.0,0.8178619579651876,203.04486875066695,1.0,0.7260885698615664,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,Policy 1,dikesnet,1246054971.1581635,0,0.9397262936311596,7730612.656307353,0,0.0079867313058067,1641637635.821575,0,3.0742909153283,0.0,0,0.0,0.0,0,0.0,0.0,2895423219.636046,0,4.022003940265266
656,63,95.07659590381785,1.0,0.2910946471242961,60.35375394191373,1.5,0.6176750714571888,270.0075514177196,10.0,0.3238953875180163,339.43651704978146,1.5,0.951047379566508,223.3147998308748,10.0,0.5671044897418586,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656,Policy 1,dikesnet,2649167469.2633376,0,1.7172713532551702,2425377.8673607884,0,0.0022464665407349,233871846.30203345,0,0.401663806109341,0.0,0,0.0,0.0,0,0.0,0.0,2885464693.432732,0,2.1211816259052463
597,109,280.9310438874229,10.0,0.3882897379441418,228.3690238379183,1.5,0.8902444082070909,174.58725502709154,10.0,0.0798704097066238,53.65101115869811,1.0,0.774533795020189,324.20600818362203,1.0,0.8079993807152136,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597,Policy 1,dikesnet,1147592010.9608412,0,0.8184819767292749,0.0,0,0.0,1727410594.4079628,0,3.043569515776068,0.0,0,0.0,0.0,0,0.0,0.0,2875002605.368804,0,3.862051492505343
871,68,91.95282928357264,10.0,0.2475507495825945,165.72172038019113,10.0,0.2465890498534602,257.97338909101427,1.5,0.1522992835742048,64.90367610048708,1.5,0.0391187701124551,298.21370517064105,1.5,0.8371495374560459,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,Policy 1,dikesnet,2046610329.480608,0,1.7486238291994445,89747377.81308563,0,0.1042581461991569,689362454.8519382,0,1.486013514462405,28004847.053564243,0,0.0118147960092962,0.0,0,0.0,0.0,2853725009.199196,0,3.350710285870302
263,93,268.511145576627,10.0,0.1006997809888276,252.3280406264037,1.0,0.8393876380292887,150.6983215162919,10.0,0.0343932323476029,178.32877231011463,10.0,0.0868164703216235,194.84269457633025,1.5,0.004179804832321,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,Policy 1,dikesnet,2387657317.5586424,0,1.7219648865997708,0.0,0,0.0,463195768.7231299,0,0.8162721503870876,0.0,0,0.0,1416785.026522024,0,0.0012065344014837,0.0,2852269871.3082943,0,2.5394435713883423
352,25,43.92175684995749,10.0,0.326999650922883,141.1133135711011,1.5,0.9330811539251448,345.47714351020085,1.0,0.3852319314301893,196.96743177885796,1.5,0.5989456295150223,344.4187658307528,1.0,0.8757059400120192,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,Policy 1,dikesnet,2612802939.2219005,0,1.7316954965493294,0.0,0,0.0,235587313.99170995,0,0.4192136450260069,0.0,0,0.0,0.0,0,0.0,0.0,2848390253.21361,0,2.1509091415753363
730,56,257.6318449979134,1.0,0.130761340528706,342.8267640702116,10.0,0.5067811799599585,113.81262395193978,1.5,0.1945166918284665,344.55038330585444,1.5,0.7322262018294291,286.96484994083266,10.0,0.4197784433787628,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,Policy 1,dikesnet,2806002852.378078,0,1.738982689744558,0.0,0,0.0,35862869.54589743,0,0.0561590213968418,0.0,0,0.0,0.0,0,0.0,0.0,2841865721.9239755,0,1.7951417111413996
984,81,214.3189474859297,10.0,0.1556633573762421,292.3976557518232,1.0,0.255987955518546,83.52935352458064,10.0,0.4373699403480069,109.91567674755278,1.0,0.6708827584710153,308.2391055032571,1.0,0.8145639156292903,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,Policy 1,dikesnet,2822551650.361912,0,1.7518324250799573,2262538.3707822068,0,0.0018726308351277,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2824814188.732694,0,1.753705055915085
14,7,239.86556599024183,1.0,0.1990697025294281,67.91444809394774,1.0,0.2181273221317753,99.08726843588784,1.0,0.501832938021292,44.664485063251576,1.0,0.0621070211502063,42.02288489180448,1.0,0.6288021928864551,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,Policy 1,dikesnet,2812411349.5416136,0,1.743958804019658,0.0,0,0.0,0.0,0,0.0,5682496.668729974,0,0.0021196112321874,0.0,0,0.0,0.0,2818093846.210344,0,1.7460784152518456
744,62,193.18379987691736,1.5,0.1891185428734764,225.5707091316164,10.0,0.6904557562535578,122.82148806839774,1.5,0.450702495367848,175.20733385108818,1.0,0.7497565953488606,250.8076855812612,10.0,0.4556110904209533,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744,Policy 1,dikesnet,2803774149.04482,0,1.7372523047765518,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2803774149.04482,0,1.7372523047765518
583,38,124.21436154780166,1.5,0.3408147487298056,254.66286367235952,10.0,0.0710684300384422,168.85393391878742,1.0,0.6230651734946085,302.38212083165126,1.0,0.793160387157847,103.46508283956844,10.0,0.323533364794821,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,Policy 1,dikesnet,2017421461.018132,0,1.4597704602903967,783469749.9595388,0,0.7160066903338067,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2800891210.9776707,0,2.1757771506242034
914,31,333.6863291674604,10.0,0.2831780525952641,64.57667318911697,10.0,0.6787517882416598,261.6310884160624,10.0,0.3108813564600071,89.37393793199816,1.5,0.760008193001121,198.7679494481478,1.5,0.0401132144366443,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914,Policy 1,dikesnet,2793262877.062926,0,1.729091339524898,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1960019.8923442808,0,0.0014894466406235,0.0,2795222896.9552703,0,1.7305807861655214
603,126,113.94330550555084,1.0,0.1513832744784888,82.61076082392532,10.0,0.1698021939371889,299.73274910639043,1.0,0.4407121068868309,167.36370507884612,1.0,0.5417397254407603,175.0211972225162,10.0,0.672676164646167,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,Policy 1,dikesnet,2679022570.3340707,0,1.741577292327817,114648690.18747538,0,0.1001634332635928,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2793671260.521546,0,1.8417407255914096
628,60,31.973323972351217,1.0,0.4083127732411721,267.6636072363692,10.0,0.5337449802820733,166.38471092325284,1.5,0.0234967192777495,95.75970918474913,1.5,0.829392299022816,223.9227623811557,1.5,0.7602029874684969,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,Policy 1,dikesnet,979090140.0250732,0,0.7041237127659261,39209499.0916477,0,0.0395516312558636,1775234261.7381835,0,3.173318821702773,0.0,0,0.0,0.0,0,0.0,0.0,2793533900.8549047,0,3.9169941657245615
976,127,84.82973046216263,1.0,0.2058664422312123,90.51677740857107,10.0,0.534030881278864,297.3545399844165,1.5,0.3495686780548466,106.0080641870353,1.0,0.954654021310744,76.32069934785807,10.0,0.2411463314809319,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,Policy 1,dikesnet,2523971174.454838,0,1.7281169437375623,8501229.96256064,0,0.0083067487308057,222936426.8738945,0,0.404991661797299,0.0,0,0.0,31956038.47400757,0,0.0293426818439171,0.0,2787364869.7653008,0,2.170758036109584
109,23,215.35140843943503,1.5,0.0203152740194485,255.68933697049192,10.0,0.0726115034066821,96.21555587127656,1.5,0.4885990256194668,166.55692455890352,10.0,0.7648559599256903,133.556459602756,1.0,0.3785130959868816,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,Policy 1,dikesnet,2672965432.437787,0,1.7366455649653352,98297577.8199332,0,0.0800027612622437,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2771263010.2577205,0,1.816648326227579
186,108,102.11841114445402,10.0,0.1436661792454272,160.3989382711225,10.0,0.3152056086382364,181.446642135844,1.5,0.4930097018544723,135.1881846250203,1.0,0.6214946388627602,250.28457430977224,1.5,0.2556610292928953,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186,Policy 1,dikesnet,2683674045.886357,0,1.7090594292267154,40295782.81713026,0,0.035443994053723,0.0,0,0.0,0.0,0,0.0,32022793.884421304,0,0.0274067850091163,0.0,2755992622.5879083,0,1.7719102082895548
12,123,99.3396901318935,1.5,0.2250171880272891,173.88768926364455,1.0,0.4163340599053806,341.5777373595198,1.5,0.4431203607785507,230.99603280986983,1.5,0.663046580070584,35.47094085580473,1.5,0.7746588915065035,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,Policy 1,dikesnet,2641908070.012067,0,1.7558863426546123,28017571.66539942,0,0.0259788374368915,76886476.28653224,0,0.1364077987925202,0.0,0,0.0,0.0,0,0.0,0.0,2746812117.963999,0,1.9182729788840245
491,92,150.80124387554235,1.5,0.2962347348692257,34.973237088232764,1.0,0.6008245539348913,225.6837961219596,1.5,0.6378885867399793,63.92064447809821,1.5,0.495441055539081,144.96112479968394,10.0,0.5865511071314645,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,Policy 1,dikesnet,2746169957.459467,0,1.6925429637802871,0.0,0,0.0,0.0,0,0.0,144823.3041763037,0,6.316267555185319e-05,0.0,0,0.0,0.0,2746314780.7636437,0,1.692606126455839
783,50,241.8768382951811,1.5,0.2604989883254326,280.02365826969105,10.0,0.3336688024935884,249.47487878654684,1.5,0.5148980602292734,208.7568746461854,1.5,0.0299530607648485,55.89316779632583,10.0,0.7025416666433145,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,Policy 1,dikesnet,2735382738.593232,0,1.7504563534849704,0.0,0,0.0,0.0,0,0.0,8419959.56189227,0,0.0028903267138344,0.0,0,0.0,0.0,2743802698.155124,0,1.753346680198805
179,61,266.7102094002097,10.0,0.0884349516347184,258.81062708333087,10.0,0.739485709550524,348.6416930930326,1.0,0.071175811651922,59.65274202239984,1.5,0.7787149627036573,105.05795466072156,1.0,0.0035355800247812,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Policy 1,dikesnet,2507524531.255693,0,1.7139938987343228,0.0,0,0.0,191050631.62595335,0,0.3202369412816347,0.0,0,0.0,42633842.117381215,0,0.0344438939350648,0.0,2741209004.9990277,0,2.0686747339510223
383,56,37.05250737454574,10.0,0.3507589728825936,108.5488722894468,1.0,0.7275366983261262,307.8403593656795,10.0,0.6360245211614184,321.56342720683847,1.5,0.7732359727523835,151.00528413316331,10.0,0.1233788073318827,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,Policy 1,dikesnet,2283769356.021284,0,1.4927802864445188,9337751.989892634,0,0.0089891328560829,57137944.49955742,0,0.1020495509999176,0.0,0,0.0,376777440.3394958,0,0.3305592998723644,0.0,2727022492.8502297,0,1.934378270172884
9,87,151.98743513130606,1.0,0.0187231880551856,311.8863242790747,1.5,0.322633887295115,203.48690091486745,10.0,0.0629847722075577,212.9232653326436,10.0,0.4597959542055205,169.09177723153667,10.0,0.7362364656023461,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,Policy 1,dikesnet,1908934454.014515,0,1.7407042956028076,13618163.380537191,0,0.0169476412098694,800163927.2049778,0,1.7997837665912475,0.0,0,0.0,0.0,0,0.0,0.0,2722716544.60003,0,3.5574357034039243
778,94,87.28012503735584,1.0,0.0424170792992583,130.43221702077665,1.5,0.4395023206679374,333.3918823781961,10.0,0.3146897134937415,187.0436519447717,10.0,0.4316700068973442,167.3013130373609,10.0,0.0544009084164202,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,Policy 1,dikesnet,2285267199.396837,0,1.6770316018938056,17522829.305169754,0,0.0180999062812791,202696876.51656017,0,0.3932680587309214,0.0,0,0.0,199873497.81735724,0,0.1890947086388232,0.0,2705360403.035924,0,2.277494275544829
