Run ID,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2
1634,62,302.3692741889034,1.0,0.2766570138746151,126.19318432804972,10.0,0.3971859781964897,31.16898747140718,1.5,0.1272247899045983,195.90060496747245,10.0,0.0276257751453729,71.6941410978987,1.5,0.6085882617846452,4.5,3.5,3.5
4341,115,263.7975868510875,1.5,0.4748378146428159,231.4943679359685,1.5,0.8230884936443038,37.48904037675258,1.5,0.0524899232603426,48.871446776998056,1.0,0.6153606721516459,286.21722995559486,1.5,0.0390714928453293,3.5,2.5,2.5
4364,67,318.5986252322077,1.5,0.5606218953192175,224.98670287937497,10.0,0.5914252052153924,46.26846765265832,10.0,0.0949113489509943,341.0429300775387,1.0,0.5650658282205864,313.75796023776286,1.5,0.0020986428379618,4.5,1.5,3.5
8153,59,36.81557748936229,10.0,0.2954481464201213,280.7840340765069,1.5,0.7201196181927191,48.59534009344867,1.5,0.0345602361208316,195.50442686953056,1.5,0.0566324971382545,122.64273317394918,1.0,0.4522262330758513,1.5,1.5,1.5
